list_date,isbn13,rank,weeks_on_list,title,author,publisher,description,month
2023-12-31,9780063204157,13,29,REMARKABLY BRIGHT CREATURES,Shelby Van Pelt,Ecco,A widow working the night shift at the Sowell Bay Aquarium is aided in solving a mystery by a giant Pacific octopus living there.,12
2023-12-31,9780316563765,14,6,RESURRECTION WALK,Michael Connelly,"Little, Brown",The seventh book in the Lincoln Lawyer series. Haller and Bosch team up to prove the innocence of a woman in prison for killing her husband.,12
2023-12-31,9781984818584,15,6,THE SECRET,Lee Child and Andrew Child,Delacorte,The 28th book in the Jack Reacher series. It’s 1992 and Reacher looks into the cause of a string of mysterious deaths.,12
2024-01-07,9781649374042,1,33,FOURTH WING,Rebecca Yarros,Red Tower,"Violet Sorrengail is urged by the commanding general, who also is her mother, to become a candidate for the elite dragon riders.",1
2024-01-07,9780593422946,2,18,THE HEAVEN & EARTH GROCERY STORE,James McBride,Riverhead,Secrets held by the residents of a dilapidated neighborhood come to life when a skeleton is found at the bottom of a well.,1
2024-01-07,9781649374172,3,7,IRON FLAME,Rebecca Yarros,Red Tower,The second book in the Empyrean series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves.,1
2024-01-07,9780385548953,4,10,THE EXCHANGE,John Grisham,Doubleday,"In a sequel to “The Firm,” Mitch McDeere, who is now a partner at the world’s largest law firm, gets caught up in a sinister plot.",1
2024-01-07,9780385547345,5,85,LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleday,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.,1
2024-01-07,9781668016138,6,16,HOLLY,Stephen King,Scribner,The private detective Holly Gibney investigates whether a married pair of octogenarian academics had anything to do with Bonnie Dahl’s disappearance.,1
2024-01-07,9780062406651,7,6,THE LITTLE LIAR,Mitch Albom,Harper,"The actions of an 11-year-old boy help facilitate the delivery of Jewish residents, including his family, to Auschwitz.",1
2024-01-07,9780316402484,8,5,ALEX CROSS MUST DIE,James Patterson,"Little, Brown","The 32nd book in the Alex Cross series. When a jet is gunned down, Cross goes back into action.",1
2024-01-07,9780063251922,9,60,DEMON COPPERHEAD,Barbara Kingsolver,Harper,Winner of a 2023 Pulitzer Prize for fiction. A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia.,1
2024-01-07,9780063327528,10,18,TOM LAKE,Ann Patchett,Harper,"Three daughters, who return to their family orchard in the spring of 2020, learn about their mother’s relationship with a famous actor.",1
2024-01-07,9781538719916,11,6,THE EDGE,David Baldacci,Grand Central,The second book in the 6:20 Man series. Travis Devine investigates the murder of the C.I.A. operative Jenny Silkwell in rural Maine.,1
2024-01-07,9780802162175,12,32,THE COVENANT OF WATER,Abraham Verghese,Grove,Three generations of a family living on South India’s Malabar Coast suffer the loss of a family member by drowning.,1
2024-01-07,9781984818584,13,7,THE SECRET,Lee Child and Andrew Child,Delacorte,The 28th book in the Jack Reacher series. It’s 1992 and Reacher looks into the cause of a string of mysterious deaths.,1
2024-01-07,9780063204157,14,30,REMARKABLY BRIGHT CREATURES,Shelby Van Pelt,Ecco,A widow working the night shift at the Sowell Bay Aquarium is aided in solving a mystery by a giant Pacific octopus living there.,1
2024-01-07,9780593597033,15,1,NORTH WOODS,Daniel Mason,Random House,A cabin in the woods in New England houses a collection of characters across centuries.,1
2024-01-14,9781649374042,1,34,FOURTH WING,Rebecca Yarros,Red Tower,"Violet Sorrengail is urged by the commanding general, who also is her mother, to become a candidate for the elite dragon riders.",1
2024-01-14,9781649374172,2,8,IRON FLAME,Rebecca Yarros,Red Tower,The second book in the Empyrean series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves.,1
2024-01-14,9780593422946,3,19,THE HEAVEN & EARTH GROCERY STORE,James McBride,Riverhead,Secrets held by the residents of a dilapidated neighborhood come to life when a skeleton is found at the bottom of a well.,1
2024-01-14,9780385547345,4,86,LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleday,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.,1
2024-01-14,9780385548953,5,11,THE EXCHANGE,John Grisham,Doubleday,"In a sequel to “The Firm,” Mitch McDeere, who is now a partner at the world’s largest law firm, gets caught up in a sinister plot.",1
2024-01-14,9780062406651,6,7,THE LITTLE LIAR,Mitch Albom,Harper,"The actions of an 11-year-old boy help facilitate the delivery of Jewish residents, including his family, to Auschwitz.",1
2024-01-14,9781250343178,7,2,THE SERPENT AND THE WINGS OF NIGHT,Carissa Broadbent,Bramble,The first book in the “Crowns of Nyaxia” series. Oraya enters a tournament held by the goddess of death.,1
2024-01-14,9781668016138,8,17,HOLLY,Stephen King,Scribner,The private detective Holly Gibney investigates whether a married pair of octogenarian academics had anything to do with Bonnie Dahl’s disappearance.,1
2024-01-14,9780063251922,9,61,DEMON COPPERHEAD,Barbara Kingsolver,Harper,Winner of a 2023 Pulitzer Prize for fiction. A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia.,1
2024-01-14,9780063327528,10,19,TOM LAKE,Ann Patchett,Harper,"Three daughters, who return to their family orchard in the spring of 2020, learn about their mother’s relationship with a famous actor.",1
2024-01-14,9780593321201,11,49,"TOMORROW, AND TOMORROW, AND TOMORROW",Gabrielle Zevin,Knopf,Two friends find their partnership challenged in the world of video game design.,1
2024-01-14,9780802162175,12,33,THE COVENANT OF WATER,Abraham Verghese,Grove,Three generations of a family living on South India’s Malabar Coast suffer the loss of a family member by drowning.,1
2024-01-14,9780063204157,13,31,REMARKABLY BRIGHT CREATURES,Shelby Van Pelt,Ecco,A widow working the night shift at the Sowell Bay Aquarium is aided in solving a mystery by a giant Pacific octopus living there.,1
2024-01-14,9780316402484,14,6,ALEX CROSS MUST DIE,James Patterson,"Little, Brown","The 32nd book in the Alex Cross series. When a jet is gunned down, Cross goes back into action.",1
2024-01-14,9781538719916,15,7,THE EDGE,David Baldacci,Grand Central,The second book in the 6:20 Man series. Travis Devine investigates the murder of the C.I.A. operative Jenny Silkwell in rural Maine.,1
2024-01-21,9781649374042,1,35,FOURTH WING,Rebecca Yarros,Red Tower,"Violet Sorrengail is urged by the commanding general, who also is her mother, to become a candidate for the elite dragon riders.",1
2024-01-21,9781649374172,2,9,IRON FLAME,Rebecca Yarros,Red Tower,The second book in the Empyrean series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves.,1
2024-01-21,9780593422946,3,20,THE HEAVEN & EARTH GROCERY STORE,James McBride,Riverhead,Secrets held by the residents of a dilapidated neighborhood come to life when a skeleton is found at the bottom of a well.,1
2024-01-21,9780063204157,4,32,REMARKABLY BRIGHT CREATURES,Shelby Van Pelt,Ecco,A widow working the night shift at the Sowell Bay Aquarium is aided in solving a mystery by a giant Pacific octopus living there.,1
2024-01-21,9780593492918,5,1,FIRST LIE WINS,Ashley Elston,Pamela Dorman,A woman who works for a mysterious boss takes on a new identity to dig up information on someone.,1
2024-01-21,9780385547345,6,87,LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleday,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.,1
2024-01-21,9780593498378,7,1,UPSIDE DOWN,Danielle Steel,Delacorte,"When they encounter strains in their romantic relationships, a Hollywood actress and her plastic surgeon daughter seek solace in each other.",1
2024-01-21,9780385548953,8,12,THE EXCHANGE,John Grisham,Doubleday,"In a sequel to “The Firm,” Mitch McDeere, who is now a partner at the world’s largest law firm, gets caught up in a sinister plot.",1
2024-01-21,9780063251922,9,62,DEMON COPPERHEAD,Barbara Kingsolver,Harper,Winner of a 2023 Pulitzer Prize for fiction. A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia.,1
2024-01-21,9780062406651,10,8,THE LITTLE LIAR,Mitch Albom,Harper,"The actions of an 11-year-old boy help facilitate the delivery of Jewish residents, including his family, to Auschwitz.",1
2024-01-21,9780063327528,11,20,TOM LAKE,Ann Patchett,Harper,"Three daughters, who return to their family orchard in the spring of 2020, learn about their mother’s relationship with a famous actor.",1
2024-01-21,9780593321201,12,50,"TOMORROW, AND TOMORROW, AND TOMORROW",Gabrielle Zevin,Knopf,Two friends find their partnership challenged in the world of video game design.,1
2024-01-21,9780802162175,13,34,THE COVENANT OF WATER,Abraham Verghese,Grove,Three generations of a family living on South India’s Malabar Coast suffer the loss of a family member by drowning.,1
2024-01-21,9781982179007,14,7,NONE OF THIS IS TRUE,Lisa Jewell,Atria,"After meeting a woman who shares the same birthday, Alix Summer becomes the subject of her own true crime podcast.",1
2024-01-21,9781668016138,15,18,HOLLY,Stephen King,Scribner,The private detective Holly Gibney investigates whether a married pair of octogenarian academics had anything to do with Bonnie Dahl’s disappearance.,1
2024-01-28,9781649374042,1,36,FOURTH WING,Rebecca Yarros,Red Tower,"Violet Sorrengail is urged by the commanding general, who also is her mother, to become a candidate for the elite dragon riders.",1
2024-01-28,9781649374172,2,10,IRON FLAME,Rebecca Yarros,Red Tower,The second book in the Empyrean series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves.,1
2024-01-28,9781649374110,3,1,SANCTUARY OF THE SHADOW,Aurora Ascher,Red Tower,"When Harrow takes an interest in a winged beast new to the area, old enemies turn up to get their revenge on her.",1
2024-01-28,9780593422946,4,21,THE HEAVEN & EARTH GROCERY STORE,James McBride,Riverhead,Secrets held by the residents of a dilapidated neighborhood come to life when a skeleton is found at the bottom of a well.,1
2024-01-28,9780593492918,5,2,FIRST LIE WINS,Ashley Elston,Pamela Dorman,A woman who works for a mysterious boss takes on a new identity to dig up information on someone.,1
2024-01-28,9780316405195,6,1,"HOLMES, MARPLE & POE",James Patterson and Brian Sitts,"Little, Brown",Three private investigators working in New York City draw the attention of an N.Y.P.D. detective.,1
2024-01-28,9780385547345,7,88,LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleday,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.,1
2024-01-28,9780063204157,8,33,REMARKABLY BRIGHT CREATURES,Shelby Van Pelt,Ecco,A widow working the night shift at the Sowell Bay Aquarium is aided in solving a mystery by a giant Pacific octopus living there.,1
2024-01-28,9781250855138,9,1,THE ATLAS COMPLEX,Olivie Blake,Tor,The third book in the Atlas series. The ethics of the six Society recruits are tested by the possibility of gaining limitless power.,1
2024-01-28,9780385548953,10,13,THE EXCHANGE,John Grisham,Doubleday,"In a sequel to “The Firm,” Mitch McDeere, who is now a partner at the world’s largest law firm, gets caught up in a sinister plot.",1
2024-01-28,9780063251922,11,63,DEMON COPPERHEAD,Barbara Kingsolver,Harper,Winner of a 2023 Pulitzer Prize for fiction. A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia.,1
2024-01-28,9780593498378,12,2,UPSIDE DOWN,Danielle Steel,Delacorte,"When they encounter strains in their romantic relationships, a Hollywood actress and her plastic surgeon daughter seek solace in each other.",1
2024-01-28,9780062406651,13,9,THE LITTLE LIAR,Mitch Albom,Harper,"The actions of an 11-year-old boy help facilitate the delivery of Jewish residents, including his family, to Auschwitz.",1
2024-01-28,9780063327528,14,21,TOM LAKE,Ann Patchett,Harper,"Three daughters, who return to their family orchard in the spring of 2020, learn about their mother’s relationship with a famous actor.",1
2024-01-28,9780593321201,15,51,"TOMORROW, AND TOMORROW, AND TOMORROW",Gabrielle Zevin,Knopf,Two friends find their partnership challenged in the world of video game design.,1
2024-02-04,9781649374042,1,37,FOURTH WING,Rebecca Yarros,Red Tower,"Violet Sorrengail is urged by the commanding general, who also is her mother, to become a candidate for the elite dragon riders.",2
2024-02-04,9781649374172,2,11,IRON FLAME,Rebecca Yarros,Red Tower,The second book in the Empyrean series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves.,2
2024-02-04,9781250758989,3,1,THE FURY,Alex Michaelides,Celadon,Violence erupts when a former movie star brings a group of her friends to her private Greek island for Easter.,2
2024-02-04,9780593422946,4,22,THE HEAVEN & EARTH GROCERY STORE,James McBride,Riverhead,Secrets held by the residents of a dilapidated neighborhood come to life when a skeleton is found at the bottom of a well.,2
2024-02-04,9780593492918,5,3,FIRST LIE WINS,Ashley Elston,Pamela Dorman,A woman who works for a mysterious boss takes on a new identity to dig up information on someone.,2
2024-02-04,9780385547345,6,89,LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleday,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.,2
2024-02-04,9780316405195,7,2,"HOLMES, MARPLE & POE",James Patterson and Brian Sitts,"Little, Brown",Three private investigators working in New York City draw the attention of an N.Y.P.D. detective.,2
2024-02-04,9780063204157,8,34,REMARKABLY BRIGHT CREATURES,Shelby Van Pelt,Ecco,A widow working the night shift at the Sowell Bay Aquarium is aided in solving a mystery by a giant Pacific octopus living there.,2
2024-02-04,9780593500194,9,1,EMILY WILDE'S MAP OF THE OTHERLANDS,Heather Fawcett,Del Rey,The second book in the Emily Wilde series. Emily goes with Bambleby to the Austrian Alps to release him from his family’s plans.,2
2024-02-04,9781649374110,10,2,SANCTUARY OF THE SHADOW,Aurora Ascher,Red Tower,"When Harrow takes an interest in a winged beast new to the area, old enemies turn up to get their revenge on her.",2
2024-02-04,9780062406651,11,10,THE LITTLE LIAR,Mitch Albom,Harper,"The actions of an 11-year-old boy help facilitate the delivery of Jewish residents, including his family, to Auschwitz.",2
2024-02-04,9780385548953,12,14,THE EXCHANGE,John Grisham,Doubleday,"In a sequel to “The Firm,” Mitch McDeere, who is now a partner at the world’s largest law firm, gets caught up in a sinister plot.",2
2024-02-04,9780063251922,13,64,DEMON COPPERHEAD,Barbara Kingsolver,Harper,Winner of a 2023 Pulitzer Prize for fiction. A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia.,2
2024-02-04,9780802162175,14,35,THE COVENANT OF WATER,Abraham Verghese,Grove,Three generations of a family living on South India’s Malabar Coast suffer the loss of a family member by drowning.,2
2024-02-04,9780063327528,15,22,TOM LAKE,Ann Patchett,Harper,"Three daughters, who return to their family orchard in the spring of 2020, learn about their mother’s relationship with a famous actor.",2
2024-02-11,9781649374042,1,38,FOURTH WING,Rebecca Yarros,Red Tower,"Violet Sorrengail is urged by the commanding general, who also is her mother, to become a candidate for the elite dragon riders.",2
2024-02-11,9781649374172,2,12,IRON FLAME,Rebecca Yarros,Red Tower,The second book in the Empyrean series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves.,2
2024-02-11,9781250289544,3,1,RANDOM IN DEATH,J.D. Robb,St. Martin's,The 58th book of the In Death series. Eve Dallas searches for the person who jabbed a teenager with a vial of toxic substances.,2
2024-02-11,9781250334206,4,1,GOTHIKANA,RuNyx,Bramble,A century-old mystery brings Corvina Clemm and Vad Deverell together at a university based in a castle at the top of a mountain with a dark history.,2
2024-02-11,9780593422946,5,23,THE HEAVEN & EARTH GROCERY STORE,James McBride,Riverhead,Secrets held by the residents of a dilapidated neighborhood come to life when a skeleton is found at the bottom of a well.,2
2024-02-11,9780593492918,6,4,FIRST LIE WINS,Ashley Elston,Pamela Dorman,A woman who works for a mysterious boss takes on a new identity to dig up information on someone.,2
2024-02-11,9781250758989,7,2,THE FURY,Alex Michaelides,Celadon,Violence erupts when a former movie star brings a group of her friends to her private Greek island for Easter.,2
2024-02-11,9780385547345,8,90,LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleday,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.,2
2024-02-11,9780316405195,9,3,"HOLMES, MARPLE & POE",James Patterson and Brian Sitts,"Little, Brown",Three private investigators working in New York City draw the attention of an N.Y.P.D. detective.,2
2024-02-11,9780063204157,10,35,REMARKABLY BRIGHT CREATURES,Shelby Van Pelt,Ecco,A widow working the night shift at the Sowell Bay Aquarium is aided in solving a mystery by a giant Pacific octopus living there.,2
2024-02-11,9780593537619,11,1,MARTYR!,Kaveh Akbar,Knopf,The orphaned son of Iranian immigrants discovers new details about his family history through a painting on display in a Brooklyn art gallery.,2
2024-02-11,9780385548953,12,15,THE EXCHANGE,John Grisham,Doubleday,"In a sequel to “The Firm,” Mitch McDeere, who is now a partner at the world’s largest law firm, gets caught up in a sinister plot.",2
2024-02-11,9780062406651,13,11,THE LITTLE LIAR,Mitch Albom,Harper,"The actions of an 11-year-old boy help facilitate the delivery of Jewish residents, including his family, to Auschwitz.",2
2024-02-11,9780063251922,14,65,DEMON COPPERHEAD,Barbara Kingsolver,Harper,Winner of a 2023 Pulitzer Prize for fiction. A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia.,2
2024-02-11,9780063327528,15,23,TOM LAKE,Ann Patchett,Harper,"Three daughters, who return to their family orchard in the spring of 2020, learn about their mother’s relationship with a famous actor.",2
2024-02-18,9781635574104,1,1,HOUSE OF FLAME AND SHADOW,Sarah J. Maas,Bloomsbury,The third book in the Crescent City series. Bryce wants to return home while Hunt is trapped in Asteri's dungeons.,2
2024-02-18,9781649374042,2,39,FOURTH WING,Rebecca Yarros,Red Tower,"Violet Sorrengail is urged by the commanding general, who also is her mother, to become a candidate for the elite dragon riders.",2
2024-02-18,9781649374172,3,13,IRON FLAME,Rebecca Yarros,Red Tower,The second book in the Empyrean series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves.,2
2024-02-18,9780593422946,4,24,THE HEAVEN & EARTH GROCERY STORE,James McBride,Riverhead,Secrets held by the residents of a dilapidated neighborhood come to life when a skeleton is found at the bottom of a well.,2
2024-02-18,9781250334206,5,2,GOTHIKANA,RuNyx,Bramble,A century-old mystery brings Corvina Clemm and Vad Deverell together at a university based in a castle at the top of a mountain with a dark history.,2
2024-02-18,9780593492918,6,5,FIRST LIE WINS,Ashley Elston,Pamela Dorman,A woman who works for a mysterious boss takes on a new identity to dig up information on someone.,2
2024-02-18,9781250758989,7,3,THE FURY,Alex Michaelides,Celadon,Violence erupts when a former movie star brings a group of her friends to her private Greek island for Easter.,2
2024-02-18,9780385547345,8,91,LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleday,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.,2
2024-02-18,9780063204157,9,36,REMARKABLY BRIGHT CREATURES,Shelby Van Pelt,Ecco,A widow working the night shift at the Sowell Bay Aquarium is aided in solving a mystery by a giant Pacific octopus living there.,2
2024-02-18,9780593801307,10,1,GOOD MATERIAL,Dolly Alderton,Knopf,A struggling stand-up comic tries to work out why the woman he loves stopped loving him.,2
2024-02-18,9781250289544,11,2,RANDOM IN DEATH,J.D. Robb,St. Martin's,The 58th book of the In Death series. Eve Dallas searches for the person who jabbed a teenager with a vial of toxic substances.,2
2024-02-18,9780316405195,12,4,"HOLMES, MARPLE & POE",James Patterson and Brian Sitts,"Little, Brown",Three private investigators working in New York City draw the attention of an N.Y.P.D. detective.,2
2024-02-18,9780593328200,13,1,COME AND GET IT,Kiley Reid,Putnam,What initially appears to be an easy opportunity causes trouble for a senior resident assistant at the University of Arkansas.,2
2024-02-18,9780385548953,14,16,THE EXCHANGE,John Grisham,Doubleday,"In a sequel to “The Firm,” Mitch McDeere, who is now a partner at the world’s largest law firm, gets caught up in a sinister plot.",2
2024-02-18,9780063251922,15,66,DEMON COPPERHEAD,Barbara Kingsolver,Harper,Winner of a 2023 Pulitzer Prize for fiction. A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia.,2
2024-02-25,9781250178633,1,1,THE WOMEN,Kristin Hannah,St. Martin's,A nurse follows her brother to serve during the Vietnam War and returns to a divided America.,2
2024-02-25,9781635574104,2,2,HOUSE OF FLAME AND SHADOW,Sarah J. Maas,Bloomsbury,The third book in the Crescent City series. Bryce wants to return home while Hunt is trapped in Asteri's dungeons.,2
2024-02-25,9781649374042,3,40,FOURTH WING,Rebecca Yarros,Red Tower,"Violet Sorrengail is urged by the commanding general, who also is her mother, to become a candidate for the elite dragon riders.",2
2024-02-25,9781649374172,4,14,IRON FLAME,Rebecca Yarros,Red Tower,The second book in the Empyrean series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves.,2
2024-02-25,9780593422946,5,25,THE HEAVEN & EARTH GROCERY STORE,James McBride,Riverhead,Secrets held by the residents of a dilapidated neighborhood come to life when a skeleton is found at the bottom of a well.,2
2024-02-25,9780593492918,6,6,FIRST LIE WINS,Ashley Elston,Pamela Dorman,A woman who works for a mysterious boss takes on a new identity to dig up information on someone.,2
2024-02-25,9780385547345,7,92,LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleday,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.,2
2024-02-25,9781250758989,8,4,THE FURY,Alex Michaelides,Celadon,Violence erupts when a former movie star brings a group of her friends to her private Greek island for Easter.,2
2024-02-25,9781250334206,9,3,GOTHIKANA,RuNyx,Bramble,A century-old mystery brings Corvina Clemm and Vad Deverell together at a university based in a castle at the top of a mountain with a dark history.,2
2024-02-25,9780063204157,10,37,REMARKABLY BRIGHT CREATURES,Shelby Van Pelt,Ecco,A widow working the night shift at the Sowell Bay Aquarium is aided in solving a mystery by a giant Pacific octopus living there.,2
2024-02-25,9780063251922,11,67,DEMON COPPERHEAD,Barbara Kingsolver,Harper,Winner of a 2023 Pulitzer Prize for fiction. A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia.,2
2024-02-25,9780593497678,12,1,THE GHOST ORCHID,Jonathan Kellerman,Ballantine,The 39th book in the Alex Delaware series. Milo and Alex dig up the pasts of two homicide victims found in Bel Air.,2
2024-02-25,9780316405195,13,5,"HOLMES, MARPLE & POE",James Patterson and Brian Sitts,"Little, Brown",Three private investigators working in New York City draw the attention of an N.Y.P.D. detective.,2
2024-02-25,9780802162175,14,36,THE COVENANT OF WATER,Abraham Verghese,Grove,Three generations of a family living on South India’s Malabar Coast suffer the loss of a family member by drowning.,2
2024-02-25,9780062406651,15,12,THE LITTLE LIAR,Mitch Albom,Harper,"The actions of an 11-year-old boy help facilitate the delivery of Jewish residents, including his family, to Auschwitz.",2
2024-03-03,9781250178633,1,2,THE WOMEN,Kristin Hannah,St. Martin's,A nurse follows her brother to serve during the Vietnam War and returns to a divided America.,3
2024-03-03,9781649374042,2,41,FOURTH WING,Rebecca Yarros,Red Tower,"Violet Sorrengail is urged by the commanding general, who also is her mother, to become a candidate for the elite dragon riders.",3
2024-03-03,9781649374172,3,15,IRON FLAME,Rebecca Yarros,Red Tower,The second book in the Empyrean series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves.,3
2024-03-03,9781635574104,4,3,HOUSE OF FLAME AND SHADOW,Sarah J. Maas,Bloomsbury,The third book in the Crescent City series. Bryce wants to return home while Hunt is trapped in Asteri's dungeons.,3
2024-03-03,9780593422946,5,26,THE HEAVEN & EARTH GROCERY STORE,James McBride,Riverhead,Secrets held by the residents of a dilapidated neighborhood come to life when a skeleton is found at the bottom of a well.,3
2024-03-03,9780593492918,6,7,FIRST LIE WINS,Ashley Elston,Pamela Dorman,A woman who works for a mysterious boss takes on a new identity to dig up information on someone.,3
2024-03-03,9780316403382,7,1,CROSSHAIRS,James Patterson and James O. Born,"Little, Brown",The 16th book in the Michael Bennett series. Bennett teams up with a sniper.,3
2024-03-03,9780385547345,8,93,LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleday,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.,3
2024-03-03,9781250334206,9,4,GOTHIKANA,RuNyx,Bramble,A century-old mystery brings Corvina Clemm and Vad Deverell together at a university based in a castle at the top of a mountain with a dark history.,3
2024-03-03,9781250830852,10,1,WHAT FEASTS AT NIGHT,T. Kingfisher,Tor Nightfire,The second book in the Sworn Soldier series. Local superstitions greet a retired soldier returning home from a war.,3
2024-03-03,9780063204157,11,38,REMARKABLY BRIGHT CREATURES,Shelby Van Pelt,Ecco,A widow working the night shift at the Sowell Bay Aquarium is aided in solving a mystery by a giant Pacific octopus living there.,3
2024-03-03,9781250758989,12,5,THE FURY,Alex Michaelides,Celadon,Violence erupts when a former movie star brings a group of her friends to her private Greek island for Easter.,3
2024-03-03,9780063251922,13,68,DEMON COPPERHEAD,Barbara Kingsolver,Harper,Winner of a 2023 Pulitzer Prize for fiction. A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia.,3
2024-03-03,9780802162175,14,37,THE COVENANT OF WATER,Abraham Verghese,Grove,Three generations of a family living on South India’s Malabar Coast suffer the loss of a family member by drowning.,3
2024-03-03,9780063327528,15,24,TOM LAKE,Ann Patchett,Harper,"Three daughters, who return to their family orchard in the spring of 2020, learn about their mother’s relationship with a famous actor.",3
2024-03-10,9781250178633,1,3,THE WOMEN,Kristin Hannah,St. Martin's,A nurse follows her brother to serve during the Vietnam War and returns to a divided America.,3
2024-03-10,9781649374042,2,42,FOURTH WING,Rebecca Yarros,Red Tower,"Violet Sorrengail is urged by the commanding general, who also is her mother, to become a candidate for the elite dragon riders.",3
2024-03-10,9781649374172,3,16,IRON FLAME,Rebecca Yarros,Red Tower,The second book in the Empyrean series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves.,3
2024-03-10,9781635574104,4,4,HOUSE OF FLAME AND SHADOW,Sarah J. Maas,Bloomsbury,The third book in the Crescent City series. Bryce wants to return home while Hunt is trapped in Asteri's dungeons.,3
2024-03-10,9780593422946,5,27,THE HEAVEN & EARTH GROCERY STORE,James McBride,Riverhead,Secrets held by the residents of a dilapidated neighborhood come to life when a skeleton is found at the bottom of a well.,3
2024-03-10,9780593492918,6,8,FIRST LIE WINS,Ashley Elston,Pamela Dorman,A woman who works for a mysterious boss takes on a new identity to dig up information on someone.,3
2024-03-10,9781250334206,7,5,GOTHIKANA,RuNyx,Bramble,A century-old mystery brings Corvina Clemm and Vad Deverell together at a university based in a castle at the top of a mountain with a dark history.,3
2024-03-10,9780385547345,8,94,LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleday,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.,3
2024-03-10,9780316403382,9,2,CROSSHAIRS,James Patterson and James O. Born,"Little, Brown",The 16th book in the Michael Bennett series. Bennett teams up with a sniper.,3
2024-03-10,9780593548141,10,1,THE CHAOS AGENT,Mark Greaney,Berkley,The 13th book in the Gray Man series. Assassins disrupt the Gray Man and his lover’s new quiet life.,3
2024-03-10,9780063204157,11,39,REMARKABLY BRIGHT CREATURES,Shelby Van Pelt,Ecco,A widow working the night shift at the Sowell Bay Aquarium is aided in solving a mystery by a giant Pacific octopus living there.,3
2024-03-10,9781250758989,12,6,THE FURY,Alex Michaelides,Celadon,Violence erupts when a former movie star brings a group of her friends to her private Greek island for Easter.,3
2024-03-10,9781538721032,13,1,THE ATLAS MANEUVER,Steve Berry,Grand Central,The 18th book in the Cotton Malone series. Bitcoin and treasure from World War II are part of a mystery Cotton must solve.,3
2024-03-10,9780063251922,14,69,DEMON COPPERHEAD,Barbara Kingsolver,Harper,Winner of a 2023 Pulitzer Prize for fiction. A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia.,3
2024-03-10,9780802162175,15,38,THE COVENANT OF WATER,Abraham Verghese,Grove,Three generations of a family living on South India’s Malabar Coast suffer the loss of a family member by drowning.,3
2024-03-17,9781250178633,1,4,THE WOMEN,Kristin Hannah,St. Martin's,A nurse follows her brother to serve during the Vietnam War and returns to a divided America.,3
2024-03-17,9780593331347,2,1,THREE-INCH TEETH,C.J. Box,Putnam,The 24th book in the Joe Pickett series. A man released from prison uses grizzly bear attacks to cover his acts of revenge.,3
2024-03-17,9780593599839,3,1,A FATE INKED IN BLOOD,Danielle L. Jensen,Del Rey,"After the secret of her magic to repel attacks is revealed, Freya encounters dangerous tests by the gods.",3
2024-03-17,9781649374042,4,43,FOURTH WING,Rebecca Yarros,Red Tower,"Violet Sorrengail is urged by the commanding general, who also is her mother, to become a candidate for the elite dragon riders.",3
