list_date,isbn13,rank,weeks_on_list,isbn10,title,author,publisher,description,month,clean_description,dominant_topic,sentiment_compound
2023-03-19,9780063251922,7,20,,DEMON COPPERHEAD,Barbara Kingsolver,Harper,Winner of a 2023 Pulitzer Prize for fiction. A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia.,3,winner       pulitzer prize fiction reimagining charle dicken david copperfield set mountain southern appalachia,11,0.7964
2023-03-19,9780062963505,8,1,,THE ADVENTURES OF AMINA AL-SIRAFI,Shannon Chakraborty,Harper Voyager,A former pirate on the Indian Ocean is asked to retrieve her comrade’s kidnapped daughter.,3,pirate indian ocean ask retrieve comrade kidnap daughter,6,0.0
2023-03-19,9781984818386,9,22,,MAD HONEY,Jodi Picoult and Jennifer Finney Boylan,Ballantine,"After returning to her hometown, Olivia McAfee’s son gets accused of killing his crush.",3,return hometown olivia mcafee son get accuse kill crush,10,-0.7964
2023-03-19,9780385548922,10,20,,THE BOYS FROM BILOXI,John Grisham,Doubleday,"Two childhood friends follow in their fathers’ footsteps, which puts them on opposite sides of the law.",3,childhood friend follow father footstep put opposite side law,10,0.4939
2023-03-19,9780063204157,11,7,,REMARKABLY BRIGHT CREATURES,Shelby Van Pelt,Ecco,A widow working the night shift at the Sowell Bay Aquarium is aided in solving a mystery by a giant Pacific octopus living there.,3,widow work night shift sowell bay aquarium aid solve mystery giant pacific octopus live,17,0.2023
2023-03-19,9780525559474,12,106,,THE MIDNIGHT LIBRARY,Matt Haig,Viking,Nora Seed finds a library beyond the edge of the universe that contains books with multiple possibilities of the lives one could have lived.,3,nora seed find library edge universe contain book multiple possibility life live,12,0.0
2023-03-19,9781668002179,13,26,,FAIRY TALE,Stephen King,Scribner,A high school kid inherits a shed that is a portal to another world where good and evil are at war.,3,high school kid inherit shed portal world good evil war,7,-0.7506
2023-03-19,9780593186718,14,9,,THE HOUSE IN THE PINES,Ana Reyes,Dutton,"Seven years after witnessing her best friend drop dead, Maya returns to her Berkshires hometown to piece together what happened.",3,seven year witness good friend drop dead maya return berkshire hometown piece happen,17,-0.0772
2023-03-19,9781451648218,15,2,,MURDER YOUR EMPLOYER,Rupert Holmes,Avid Reader,"At the McMasters Conservatory for the Applied Arts, students learn how to “delete” someone.",3,mcmaster conservatory apply art student learn delete,10,0.0
2023-03-26,9780385547345,1,44,,LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleday,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.,3,scientist single mother live california      star cooking,7,0.0
2023-03-26,9781984821805,2,1,,WORTHY OPPONENTS,Danielle Steel,Delacorte,A divorced mother of twins and chief executive of a luxury department store goes against a wealthy investor looking to take it over.,3,divorced mother twin chief executive luxury department store go wealthy investor look,15,0.3612
2023-03-26,9780593331309,3,2,,STORM WATCH,C.J. Box,Putnam,The 23rd book in the Joe Pickett series. Joe and Nate might be on opposite sides for the first time.,3,book joe pickett series joe nate opposite side time,14,0.0
2023-03-26,9780593321201,4,24,,"TOMORROW, AND TOMORROW, AND TOMORROW",Gabrielle Zevin,Knopf,Two friends find their partnership challenged in the world of video game design.,3,friend find partnership challenge world video game design,6,0.5423
2023-03-26,9780593490693,5,1,,PINEAPPLE STREET,Jenny Jackson,Pamela Dorman,Three women navigate their roles in a well-to-do family living in Brooklyn Heights.,3,woman navigate role family live brooklyn height,11,0.0
2023-03-26,9780063251922,6,21,,DEMON COPPERHEAD,Barbara Kingsolver,Harper,Winner of a 2023 Pulitzer Prize for fiction. A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia.,3,winner       pulitzer prize fiction reimagining charle dicken david copperfield set mountain southern appalachia,11,0.7964
2023-03-26,9780778387114,7,1,,THE LONDON SÉANCE SOCIETY,Sarah Penner,Park Row,"In 1873, a woman seeking answers about her sister’s death accompanies a spiritualist to look into a murder.",3,       woman seek answer sister death accompany spiritualist look murder,9,-0.8625
2023-03-26,9781250280800,8,1,,WEYWARD,Emilia Hart,St. Martin's,The stories of three women living in three different eras.,3,story woman live different era,15,0.0
2023-03-26,9781984879295,9,5,,SOMEONE ELSE'S SHOES,Jojo Moyes,Pamela Dorman,Drastic changes and a pair of six-inch high Christian Louboutin red crocodile shoes shake up the lives of two women.,3,drastic change pair inch high christian louboutin red crocodile shoe shake life woman,18,-0.1779
2023-03-26,9781635577921,10,2,,A DAY OF FALLEN NIGHT,Samantha Shannon,Bloomsbury,"A prequel to “The Priory of the Orange Tree.” When the Dreadmount erupts, several women must protect humankind.",3,prequel priory orange tree dreadmount erupt woman protect humankind,14,0.3818
2023-03-26,9780593598603,11,1,,STAR WARS JEDI: BATTLE SCARS,Sam Maggs,Random House Worlds,Aiding an Imperial deserter could put Cal Kestis and his crew in the path of the Inquisitor known as the Fifth Brother.,3,aid imperial deserter cal kestis crew path inquisitor know fifth brother,8,0.0
2023-03-26,9780593490143,12,3,,I HAVE SOME QUESTIONS FOR YOU,Rebecca Makkai,Viking,A film professor and podcaster is invited back to teach a course at the boarding school where her roommate was murdered.,3,film professor podcaster invite teach course boarding school roommate murder,13,-0.6249
2023-03-26,9780063204157,13,8,,REMARKABLY BRIGHT CREATURES,Shelby Van Pelt,Ecco,A widow working the night shift at the Sowell Bay Aquarium is aided in solving a mystery by a giant Pacific octopus living there.,3,widow work night shift sowell bay aquarium aid solve mystery giant pacific octopus live,17,0.2023
2023-03-26,9781984818386,14,23,,MAD HONEY,Jodi Picoult and Jennifer Finney Boylan,Ballantine,"After returning to her hometown, Olivia McAfee’s son gets accused of killing his crush.",3,return hometown olivia mcafee son get accuse kill crush,10,-0.7964
2023-03-26,9781668002179,15,27,,FAIRY TALE,Stephen King,Scribner,A high school kid inherits a shed that is a portal to another world where good and evil are at war.,3,high school kid inherit shed portal world good evil war,7,-0.7506
2023-04-02,9781538748367,1,1,,I WILL FIND YOU,Harlan Coben,Grand Central,A man imprisoned for murdering his 3-year-old son becomes convinced his son is still alive and plans an escape.,4,man imprison murder year old son convinced son alive plan escape,3,0.0772
2023-04-02,9780593243732,2,1,,HELLO BEAUTIFUL,Ann Napolitano,Dial,"In a homage to Louisa May Alcott’s “Little Women,” a young man’s dark past resurfaces as he gets to know the family of his college sweetheart.",4,homage louisa alcott little woman young man dark past resurface get know family college sweetheart,19,0.6486
2023-04-02,9780385547345,3,45,,LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleday,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.,4,scientist single mother live california      star cooking,7,0.0
2023-04-02,9780593321201,4,25,,"TOMORROW, AND TOMORROW, AND TOMORROW",Gabrielle Zevin,Knopf,Two friends find their partnership challenged in the world of video game design.,4,friend find partnership challenge world video game design,6,0.5423
2023-04-02,9780593331309,5,3,,STORM WATCH,C.J. Box,Putnam,The 23rd book in the Joe Pickett series. Joe and Nate might be on opposite sides for the first time.,4,book joe pickett series joe nate opposite side time,14,0.0
2023-04-02,9780593490693,6,2,,PINEAPPLE STREET,Jenny Jackson,Pamela Dorman,Three women navigate their roles in a well-to-do family living in Brooklyn Heights.,4,woman navigate role family live brooklyn height,11,0.0
2023-04-02,9781984821805,7,2,,WORTHY OPPONENTS,Danielle Steel,Delacorte,A divorced mother of twins and chief executive of a luxury department store goes against a wealthy investor looking to take it over.,4,divorced mother twin chief executive luxury department store go wealthy investor look,15,0.3612
2023-04-02,9780063251922,8,22,,DEMON COPPERHEAD,Barbara Kingsolver,Harper,Winner of a 2023 Pulitzer Prize for fiction. A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia.,4,winner       pulitzer prize fiction reimagining charle dicken david copperfield set mountain southern appalachia,11,0.7964
2023-04-02,9781984879295,9,6,,SOMEONE ELSE'S SHOES,Jojo Moyes,Pamela Dorman,Drastic changes and a pair of six-inch high Christian Louboutin red crocodile shoes shake up the lives of two women.,4,drastic change pair inch high christian louboutin red crocodile shoe shake life woman,18,-0.1779
2023-04-02,9780593490143,10,4,,I HAVE SOME QUESTIONS FOR YOU,Rebecca Makkai,Viking,A film professor and podcaster is invited back to teach a course at the boarding school where her roommate was murdered.,4,film professor podcaster invite teach course boarding school roommate murder,13,-0.6249
2023-04-02,9780063204157,11,9,,REMARKABLY BRIGHT CREATURES,Shelby Van Pelt,Ecco,A widow working the night shift at the Sowell Bay Aquarium is aided in solving a mystery by a giant Pacific octopus living there.,4,widow work night shift sowell bay aquarium aid solve mystery giant pacific octopus live,17,0.2023
2023-04-02,9781635577921,12,3,,A DAY OF FALLEN NIGHT,Samantha Shannon,Bloomsbury,"A prequel to “The Priory of the Orange Tree.” When the Dreadmount erupts, several women must protect humankind.",4,prequel priory orange tree dreadmount erupt woman protect humankind,14,0.3818
2023-04-02,9780802162366,13,1,,SO SHALL YOU REAP,Donna Leon,Atlantic Monthly,The 32nd book in the Commissario Brunetti series. Brunetti looks into the murder of an undocumented Sri Lankan immigrant.,4,book commissario brunetti series brunetti look murder undocumented sri lankan immigrant,8,-0.6908
2023-04-02,9781984818386,14,24,,MAD HONEY,Jodi Picoult and Jennifer Finney Boylan,Ballantine,"After returning to her hometown, Olivia McAfee’s son gets accused of killing his crush.",4,return hometown olivia mcafee son get accuse kill crush,10,-0.7964
2023-04-02,9780778387114,15,2,,THE LONDON SÉANCE SOCIETY,Sarah Penner,Park Row,"In 1873, a woman seeking answers about her sister’s death accompanies a spiritualist to look into a murder.",4,       woman seek answer sister death accompany spiritualist look murder,9,-0.8625
2023-04-09,9780385547345,1,46,,LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleday,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.,4,scientist single mother live california      star cooking,7,0.0
2023-04-09,9781538748367,2,2,,I WILL FIND YOU,Harlan Coben,Grand Central,A man imprisoned for murdering his 3-year-old son becomes convinced his son is still alive and plans an escape.,4,man imprison murder year old son convinced son alive plan escape,3,0.0772
2023-04-09,9780316457378,3,1,,COUNTDOWN,James Patterson and Brendan DuBois,"Little, Brown",A botched field operation and a terrorist plot endanger Amy Cornwall and her family.,4,botched field operation terrorist plot endanger amy cornwall family,16,-0.6908
2023-04-09,9780593243732,4,2,,HELLO BEAUTIFUL,Ann Napolitano,Dial,"In a homage to Louisa May Alcott’s “Little Women,” a young man’s dark past resurfaces as he gets to know the family of his college sweetheart.",4,homage louisa alcott little woman young man dark past resurface get know family college sweetheart,19,0.6486
2023-04-09,9780593321201,5,26,,"TOMORROW, AND TOMORROW, AND TOMORROW",Gabrielle Zevin,Knopf,Two friends find their partnership challenged in the world of video game design.,4,friend find partnership challenge world video game design,6,0.5423
2023-04-09,9780593490693,6,3,,PINEAPPLE STREET,Jenny Jackson,Pamela Dorman,Three women navigate their roles in a well-to-do family living in Brooklyn Heights.,4,woman navigate role family live brooklyn height,11,0.0
2023-04-09,9780062867988,7,1,,THE WHITE LADY,Jacqueline Winspear,Harper,"In 1947, Elinor White, a former wartime operative, must face an organized crime gang in London.",4,       elinor white wartime operative face organized crime gang london,16,-0.5423
