list_date,isbn13,rank,weeks_on_list,isbn10,title,author,publisher,description,month,clean_description,dominant_topic,sentiment_compound
2024-08-11,9781649374042,4,64,,FOURTH WING,Rebecca Yarros,Red Tower,"Violet Sorrengail is urged by the commanding general, who also is her mother, to become a candidate for the elite dragon riders.",8,violet sorrengail urge command general mother candidate elite dragon rider,14,0.0
2024-08-11,9780316258876,5,7,,SWAN SONG,Elin Hilderbrand,"Little, Brown","Nantucket residents are alarmed when a home, recently sold at an exorbitant price, goes up in flames and someone goes missing.",8,nantucket resident alarmed home recently sell exorbitant price go flame go missing,16,-0.5574
2024-08-11,9781649374172,6,38,,IRON FLAME,Rebecca Yarros,Red Tower,The second book in the Empyrean series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves.,8,second book empyrean series violet sorrengail round training new vice commandant require betray man love,0,0.0
2024-08-11,9781250333971,7,2,,THE SPELLSHOP,Sarah Beth Durst,Bramble,"When the Great Library of Alyssium is set aflame, Kiela and Caz take the spellbooks and bring magic to Kiela’s childhood home.",8,great library alyssium set aflame kiela caz spellbook bring magic kiela childhood home,0,0.6249
2024-08-11,9780593798874,8,5,,ALL THE COLORS OF THE DARK,Chris Whitaker,Crown,Questions arise when a boy saves the daughter of a wealthy family amid a string of disappearances in a Missouri town in 1975.,8,question arise boy save daughter wealthy family amid string disappearance missouri town      ,0,0.6908
2024-08-11,9780316565073,9,8,,ERUPTION,Michael Crichton and James Patterson,"Little, Brown",The Big Island of Hawaii comes under threat by a volcano at the same time a secret held by the military comes to light.,8,big island hawaii come threat volcano time secret hold military come light,12,-0.5267
2024-08-11,9780593418918,10,4,,THE GOD OF THE WOODS,Liz Moore,Riverhead,"When a 13-year-old girl disappears from an Adirondack summer camp in 1975, secrets kept by the Van Laar family emerge.",8,    year old girl disappear adirondack summer camp        secret keep van laar family emerge,19,-0.2263
2024-08-11,9780063384200,11,3,,A DEATH IN CORNWALL,Daniel Silva,Harper,The 24th book in the Gabriel Allon series. Gabriel forges six impressionist canvases and enlists an unlikely team of operatives to go after a new foe.,8,book gabriel allon series gabriel forge impressionist canvas enlist unlikely team operative new foe,12,-0.2263
2024-08-11,9781668037713,12,10,,YOU LIKE IT DARKER,Stephen King,Scribner,A dozen short stories that explore darkness in literal and metaphorical forms.,8,dozen short story explore darkness literal metaphorical form,11,-0.25
2024-08-11,9780385545990,13,9,,CAMINO GHOSTS,John Grisham,Doubleday,The third book in the Camino series. The last living inhabitant of a deserted island gets in the way of a resort developer.,8,book camino series living inhabitant deserted island get way resort developer,12,0.0
2024-08-11,9780593441282,14,14,,FUNNY STORY,Emily Henry,Berkley,"After their exes run off together, Daphne and Miles form a friendship and concoct a plan involving misleading photos.",8,ex run daphne mile form friendship concoct plan involve mislead photo,7,0.4404
2024-08-11,9780063345164,15,5,,SANDWICH,Catherine Newman,Harper,"During a summer vacation in Cape Cod, Rocky faces changes with her family, body and life.",8,summer vacation cape cod rocky face change family body life,16,0.0
2024-08-18,9781250178633,1,26,,THE WOMEN,Kristin Hannah,St. Martin's,A nurse follows her brother to serve during the Vietnam War and returns to a divided America.,8,nurse follow brother serve vietnam war return divided america,1,-0.5994
2024-08-18,9781250899576,2,1,,THE WEDDING PEOPLE,Alison Espach,Holt,A woman who is down on her luck forms an unexpected bond with the bride at a wedding in Rhode Island.,8,woman luck form unexpected bond bride wedding rhode island,7,0.4588
2024-08-18,9780316569910,3,1,,HARD TO KILL,James Patterson and Mike Lupica,"Little, Brown",The second book in the Jane Smith series. A double triple homicide complicates matters for Smith.,8,second book jane smith series double triple homicide complicate matter smith,5,0.0258
2024-08-18,9780593418918,4,5,,THE GOD OF THE WOODS,Liz Moore,Riverhead,"When a 13-year-old girl disappears from an Adirondack summer camp in 1975, secrets kept by the Van Laar family emerge.",8,    year old girl disappear adirondack summer camp        secret keep van laar family emerge,19,-0.2263
2024-08-18,9781649374042,5,65,,FOURTH WING,Rebecca Yarros,Red Tower,"Violet Sorrengail is urged by the commanding general, who also is her mother, to become a candidate for the elite dragon riders.",8,violet sorrengail urge command general mother candidate elite dragon rider,14,0.0
2024-08-18,9781649374172,6,39,,IRON FLAME,Rebecca Yarros,Red Tower,The second book in the Empyrean series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves.,8,second book empyrean series violet sorrengail round training new vice commandant require betray man love,0,0.0
2024-08-18,9780316258876,7,8,,SWAN SONG,Elin Hilderbrand,"Little, Brown","Nantucket residents are alarmed when a home, recently sold at an exorbitant price, goes up in flames and someone goes missing.",8,nantucket resident alarmed home recently sell exorbitant price go flame go missing,16,-0.5574
2024-08-18,9780593798874,8,6,,ALL THE COLORS OF THE DARK,Chris Whitaker,Crown,Questions arise when a boy saves the daughter of a wealthy family amid a string of disappearances in a Missouri town in 1975.,8,question arise boy save daughter wealthy family amid string disappearance missouri town      ,0,0.6908
2024-08-18,9780316565073,9,9,,ERUPTION,Michael Crichton and James Patterson,"Little, Brown",The Big Island of Hawaii comes under threat by a volcano at the same time a secret held by the military comes to light.,8,big island hawaii come threat volcano time secret hold military come light,12,-0.5267
2024-08-18,9781250333971,10,3,,THE SPELLSHOP,Sarah Beth Durst,Bramble,"When the Great Library of Alyssium is set aflame, Kiela and Caz take the spellbooks and bring magic to Kiela’s childhood home.",8,great library alyssium set aflame kiela caz spellbook bring magic kiela childhood home,0,0.6249
2024-08-18,9781668037713,11,11,,YOU LIKE IT DARKER,Stephen King,Scribner,A dozen short stories that explore darkness in literal and metaphorical forms.,8,dozen short story explore darkness literal metaphorical form,11,-0.25
2024-08-18,9780593489963,12,1,,WHAT HAVE YOU DONE?,Shari Lapena,Pamela Dorman,"When Diana Brewer’s body is discovered in a hayfield, fears force residents of a friendly town in Vermont to look for answers.",8,diana brewer body discover hayfield fear force resident friendly town vermont look answer,5,0.0
2024-08-18,9780063380196,13,1,,SLOW DANCE,Rainbow Rowell,Morrow,"Fourteen years after they last spoke, two high school friends reconnect at a wedding.",8,fourteen year speak high school friend reconnect wedding,7,0.4939
2024-08-18,9780385545990,14,10,,CAMINO GHOSTS,John Grisham,Doubleday,The third book in the Camino series. The last living inhabitant of a deserted island gets in the way of a resort developer.,8,book camino series living inhabitant deserted island get way resort developer,12,0.0
2024-08-18,9780593446591,15,2,,THE BOOK OF ELSEWHERE,Keanu Reeves and China Miéville,Del Rey,An immortal soldier known as B strikes a deal with a U.S. black-ops group and encounters a mysterious force.,8,immortal soldier know strike deal black op group encounter mysterious force,11,0.128
2024-08-25,9781250178633,1,27,,THE WOMEN,Kristin Hannah,St. Martin's,A nurse follows her brother to serve during the Vietnam War and returns to a divided America.,8,nurse follow brother serve vietnam war return divided america,1,-0.5994
2024-08-25,9781250346742,2,1,,THE COVEN,Harper L. Woods,Bramble,"At Hollow’s Grove University, a school for magic that suffered a bloody massacre decades ago, 13 gifted students confront ghosts from the school’s past.",8,hollow grove university school magic suffer bloody massacre decade ago      gifted student confront ghost school past,14,-0.8555
2024-08-25,9781982182236,3,1,,SHADOW OF DOUBT,Brad Thor,Atria/Emily Bestler,"The 23rd book in the Scot Harvath series. A mess of trouble involving double agents, international intrigue and a potential global firestorm forces Harvath to choose between his country and his conscience.",8,book scot harvath series mess trouble involve double agent international intrigue potential global firestorm force harvath choose country conscience,19,-0.6369
2024-08-25,9781649374042,4,66,,FOURTH WING,Rebecca Yarros,Red Tower,"Violet Sorrengail is urged by the commanding general, who also is her mother, to become a candidate for the elite dragon riders.",8,violet sorrengail urge command general mother candidate elite dragon rider,14,0.0
2024-08-25,9780316569910,5,2,,HARD TO KILL,James Patterson and Mike Lupica,"Little, Brown",The second book in the Jane Smith series. A double triple homicide complicates matters for Smith.,8,second book jane smith series double triple homicide complicate matter smith,5,0.0258
2024-08-25,9781250899576,6,2,,THE WEDDING PEOPLE,Alison Espach,Holt,A woman who is down on her luck forms an unexpected bond with the bride at a wedding in Rhode Island.,8,woman luck form unexpected bond bride wedding rhode island,7,0.4588
2024-08-25,9781649374172,7,40,,IRON FLAME,Rebecca Yarros,Red Tower,The second book in the Empyrean series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves.,8,second book empyrean series violet sorrengail round training new vice commandant require betray man love,0,0.0
2024-08-25,9780593418918,8,6,,THE GOD OF THE WOODS,Liz Moore,Riverhead,"When a 13-year-old girl disappears from an Adirondack summer camp in 1975, secrets kept by the Van Laar family emerge.",8,    year old girl disappear adirondack summer camp        secret keep van laar family emerge,19,-0.2263
2024-08-25,9780316525572,9,1,,THE MERCY OF GODS,James S.A. Corey,Orbit,"Dafyd Alkhor is taken from the Anjiin society to serve on the Carryx homeworld, where a complex game must be played in order to survive.",8,dafyd alkhor take anjiin society serve carryx homeworld complex game play order survive,2,0.34
2024-08-25,9780593798874,10,7,,ALL THE COLORS OF THE DARK,Chris Whitaker,Crown,Questions arise when a boy saves the daughter of a wealthy family amid a string of disappearances in a Missouri town in 1975.,8,question arise boy save daughter wealthy family amid string disappearance missouri town      ,0,0.6908
2024-08-25,9780316258876,11,9,,SWAN SONG,Elin Hilderbrand,"Little, Brown","Nantucket residents are alarmed when a home, recently sold at an exorbitant price, goes up in flames and someone goes missing.",8,nantucket resident alarmed home recently sell exorbitant price go flame go missing,16,-0.5574
2024-08-25,9780316565073,12,10,,ERUPTION,Michael Crichton and James Patterson,"Little, Brown",The Big Island of Hawaii comes under threat by a volcano at the same time a secret held by the military comes to light.,8,big island hawaii come threat volcano time secret hold military come light,12,-0.5267
2024-08-25,9781250333971,13,4,,THE SPELLSHOP,Sarah Beth Durst,Bramble,"When the Great Library of Alyssium is set aflame, Kiela and Caz take the spellbooks and bring magic to Kiela’s childhood home.",8,great library alyssium set aflame kiela caz spellbook bring magic kiela childhood home,0,0.6249
2024-08-25,9781668037713,14,12,,YOU LIKE IT DARKER,Stephen King,Scribner,A dozen short stories that explore darkness in literal and metaphorical forms.,8,dozen short story explore darkness literal metaphorical form,11,-0.25
2024-08-25,9780063204157,15,54,,REMARKABLY BRIGHT CREATURES,Shelby Van Pelt,Ecco,A widow working the night shift at the Sowell Bay Aquarium is aided in solving a mystery by a giant Pacific octopus living there.,8,widow work night shift sowell bay aquarium aid solve mystery giant pacific octopus live,17,0.2023
2024-09-01,9781250178633,1,28,,THE WOMEN,Kristin Hannah,St. Martin's,A nurse follows her brother to serve during the Vietnam War and returns to a divided America.,9,nurse follow brother serve vietnam war return divided america,1,-0.5994
2024-09-01,9781957568782,2,1,,BORN OF BLOOD AND ASH,Jennifer L. Armentrout,Blue Box,The fourth book in the Flesh and Fire series. Sera and Nyktos must prevent Kolis from destroying the realms.,9,fourth book flesh fire series sera nykto prevent koli destroy realm,2,-0.7003
2024-09-01,9781538765708,3,1,,ANGEL OF VENGEANCE,Douglas Preston and Lincoln Child,Grand Central,The 22nd book in the Agent Pendergast series. A serial killer in Manhattan seems poised to outmaneuver Pendergast and Greene.,9,book agent pendergast series serial killer manhattan poise outmaneuver pendergast greene,11,-0.6486
2024-09-01,9780593498613,4,1,,JOY,Danielle Steel,Delacorte,A book editor recognizes the trauma incurred by her partner during his military deployments and seeks to restore her sense of self.,9,book editor recognize trauma incur partner military deployment seek restore sense self,8,-0.1531
2024-09-01,9781250899576,5,3,,THE WEDDING PEOPLE,Alison Espach,Holt,A woman who is down on her luck forms an unexpected bond with the bride at a wedding in Rhode Island.,9,woman luck form unexpected bond bride wedding rhode island,7,0.4588
2024-09-01,9781649374042,6,67,,FOURTH WING,Rebecca Yarros,Red Tower,"Violet Sorrengail is urged by the commanding general, who also is her mother, to become a candidate for the elite dragon riders.",9,violet sorrengail urge command general mother candidate elite dragon rider,14,0.0
2024-09-01,9781649374172,7,41,,IRON FLAME,Rebecca Yarros,Red Tower,The second book in the Empyrean series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves.,9,second book empyrean series violet sorrengail round training new vice commandant require betray man love,0,0.0
2024-09-01,9780593418918,8,7,,THE GOD OF THE WOODS,Liz Moore,Riverhead,"When a 13-year-old girl disappears from an Adirondack summer camp in 1975, secrets kept by the Van Laar family emerge.",9,    year old girl disappear adirondack summer camp        secret keep van laar family emerge,19,-0.2263
2024-09-01,9780063383616,9,1,,OFFER FROM A GENTLEMAN AND ROMANCING MR. BRIDGERTON,Julia Quinn,Avon,The second book in the Bridgerton Collector’s Edition series.,9,second book bridgerton collector edition series,11,0.0
2024-09-01,9781250358936,10,2,,THE COVEN,Harper L. Woods,Bramble,"At Hollow’s Grove University, a school for magic that suffered a bloody massacre decades ago, 13 gifted students confront ghosts from the school’s past.",9,hollow grove university school magic suffer bloody massacre decade ago      gifted student confront ghost school past,14,-0.8555
2024-09-01,9780593798874,11,8,,ALL THE COLORS OF THE DARK,Chris Whitaker,Crown,Questions arise when a boy saves the daughter of a wealthy family amid a string of disappearances in a Missouri town in 1975.,9,question arise boy save daughter wealthy family amid string disappearance missouri town      ,0,0.6908
2024-09-01,9781982182236,12,2,,SHADOW OF DOUBT,Brad Thor,Atria/Emily Bestler,"The 23rd book in the Scot Harvath series. A mess of trouble involving double agents, international intrigue and a potential global firestorm forces Harvath to choose between his country and his conscience.",9,book scot harvath series mess trouble involve double agent international intrigue potential global firestorm force harvath choose country conscience,19,-0.6369
2024-09-01,9780316576796,13,1,,WORST CASE SCENARIO,T.J. Newman,"Little, Brown","When a commercial airliner crashes into a nuclear power plant, firefighters, plant employees and nearby citizens go into action.",9,commercial airliner crash nuclear power plant firefighter plant employee nearby citizen action,16,-0.4019
2024-09-01,9780593722565,14,1,,LADY MACBETH,Ava Reid,Del Rey,"A reimagining of Shakespeare’s “Macbeth,” which centers the story on Lady Macbeth.",9,reimagining shakespeare macbeth center story lady macbeth,11,0.0
2024-09-01,9780316569910,15,3,,HARD TO KILL,James Patterson and Mike Lupica,"Little, Brown",The second book in the Jane Smith series. A double triple homicide complicates matters for Smith.,9,second book jane smith series double triple homicide complicate matter smith,5,0.0258
2024-09-08,9780593497210,1,1,,BY ANY OTHER NAME,Jodi Picoult,Ballantine,"A young woman’s play about her ancestor Emilia Bassano, who wrote Shakespeare’s works, is submitted to a festival under a male pseudonym.",9,young woman play ancestor emilia bassano write shakespeare work submit festival male pseudonym,3,0.6808
2024-09-08,9781250178633,2,29,,THE WOMEN,Kristin Hannah,St. Martin's,A nurse follows her brother to serve during the Vietnam War and returns to a divided America.,9,nurse follow brother serve vietnam war return divided america,1,-0.5994
2024-09-08,9781982179243,3,1,,SPIRIT CROSSING,William Kent Krueger,Atria,The 20th book in the Cork O’Connor mystery series. A local politician’s teenage daughter goes missing and the shallow grave of a young Ojibwe woman is discovered.,9,book cork connor mystery series local politician teenage daughter go missing shallow grave young ojibwe woman discover,8,-0.5859
2024-09-08,9781649374042,4,68,,FOURTH WING,Rebecca Yarros,Red Tower,"Violet Sorrengail is urged by the commanding general, who also is her mother, to become a candidate for the elite dragon riders.",9,violet sorrengail urge command general mother candidate elite dragon rider,14,0.0
2024-09-08,9781649374172,5,42,,IRON FLAME,Rebecca Yarros,Red Tower,The second book in the Empyrean series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves.,9,second book empyrean series violet sorrengail round training new vice commandant require betray man love,0,0.0
2024-09-08,9780593418918,6,8,,THE GOD OF THE WOODS,Liz Moore,Riverhead,"When a 13-year-old girl disappears from an Adirondack summer camp in 1975, secrets kept by the Van Laar family emerge.",9,    year old girl disappear adirondack summer camp        secret keep van laar family emerge,19,-0.2263
2024-09-08,9781250899576,7,4,,THE WEDDING PEOPLE,Alison Espach,Holt,A woman who is down on her luck forms an unexpected bond with the bride at a wedding in Rhode Island.,9,woman luck form unexpected bond bride wedding rhode island,7,0.4588
2024-09-08,9780063336728,8,1,,THIS IS WHY WE LIED,Karin Slaughter,Morrow,The 12th book in the Will Trent series. Will and Sarah’s honeymoon is interrupted by the murder of the manager of the lodge where they are staying.,9,book trent series sarah honeymoon interrupt murder manager lodge stay,5,-0.7964
2024-09-08,9780593798874,9,9,,ALL THE COLORS OF THE DARK,Chris Whitaker,Crown,Questions arise when a boy saves the daughter of a wealthy family amid a string of disappearances in a Missouri town in 1975.,9,question arise boy save daughter wealthy family amid string disappearance missouri town      ,0,0.6908
2024-09-08,9780593717943,10,1,,TOM CLANCY: SHADOW STATE,M.P. Woodward,Putnam,The 12th book in the Jack Ryan Jr. series. Jack uncovers dangers in Vietnam.,9,book jack ryan series jack uncover danger vietnam,19,-0.5267
2024-09-08,9781250358936,11,3,,THE COVEN,Harper L. Woods,Bramble,"At Hollow’s Grove University, a school for magic that suffered a bloody massacre decades ago, 13 gifted students confront ghosts from the school’s past.",9,hollow grove university school magic suffer bloody massacre decade ago      gifted student confront ghost school past,14,-0.8555
2024-09-08,9780385550369,12,13,,JAMES,Percival Everett,Doubleday,"A reimagining of “Adventures of Huckleberry Finn” shines a different light on Mark Twain's classic, revealing new facets of the character of Jim.",9,reimagining adventure huckleberry finn shine different light mark twain classic reveal new facet character jim,15,0.3182
2024-09-08,9780063204157,13,55,,REMARKABLY BRIGHT CREATURES,Shelby Van Pelt,Ecco,A widow working the night shift at the Sowell Bay Aquarium is aided in solving a mystery by a giant Pacific octopus living there.,9,widow work night shift sowell bay aquarium aid solve mystery giant pacific octopus live,17,0.2023
2024-09-08,9781250333971,14,5,,THE SPELLSHOP,Sarah Beth Durst,Bramble,"When the Great Library of Alyssium is set aflame, Kiela and Caz take the spellbooks and bring magic to Kiela’s childhood home.",9,great library alyssium set aflame kiela caz spellbook bring magic kiela childhood home,0,0.6249
2024-09-08,9780593498613,15,2,,JOY,Danielle Steel,Delacorte,A book editor recognizes the trauma incurred by her partner during his military deployments and seeks to restore her sense of self.,9,book editor recognize trauma incur partner military deployment seek restore sense self,8,-0.1531
2024-09-15,9781250178633,1,30,,THE WOMEN,Kristin Hannah,St. Martin's,A nurse follows her brother to serve during the Vietnam War and returns to a divided America.,9,nurse follow brother serve vietnam war return divided america,1,-0.5994
2024-09-15,9780593497210,2,2,,BY ANY OTHER NAME,Jodi Picoult,Ballantine,"A young woman’s play about her ancestor Emilia Bassano, who wrote Shakespeare’s works, is submitted to a festival under a male pseudonym.",9,young woman play ancestor emilia bassano write shakespeare work submit festival male pseudonym,3,0.6808
2024-09-15,9780593418918,3,9,,THE GOD OF THE WOODS,Liz Moore,Riverhead,"When a 13-year-old girl disappears from an Adirondack summer camp in 1975, secrets kept by the Van Laar family emerge.",9,    year old girl disappear adirondack summer camp        secret keep van laar family emerge,19,-0.2263
2024-09-15,9781649374042,4,69,,FOURTH WING,Rebecca Yarros,Red Tower,"Violet Sorrengail is urged by the commanding general, who also is her mother, to become a candidate for the elite dragon riders.",9,violet sorrengail urge command general mother candidate elite dragon rider,14,0.0
2024-09-15,9781649374172,5,43,,IRON FLAME,Rebecca Yarros,Red Tower,The second book in the Empyrean series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves.,9,second book empyrean series violet sorrengail round training new vice commandant require betray man love,0,0.0
2024-09-15,9781250899576,6,5,,THE WEDDING PEOPLE,Alison Espach,Holt,A woman who is down on her luck forms an unexpected bond with the bride at a wedding in Rhode Island.,9,woman luck form unexpected bond bride wedding rhode island,7,0.4588
2024-09-15,9780593798874,7,10,,ALL THE COLORS OF THE DARK,Chris Whitaker,Crown,Questions arise when a boy saves the daughter of a wealthy family amid a string of disappearances in a Missouri town in 1975.,9,question arise boy save daughter wealthy family amid string disappearance missouri town      ,0,0.6908
2024-09-15,9780385550369,8,14,,JAMES,Percival Everett,Doubleday,"A reimagining of “Adventures of Huckleberry Finn” shines a different light on Mark Twain's classic, revealing new facets of the character of Jim.",9,reimagining adventure huckleberry finn shine different light mark twain classic reveal new facet character jim,15,0.3182
2024-09-15,9781250836847,9,1,,THE DARK WIVES,Ann Cleeves,Minotaur,The 11th book in the Vera Stanhope series. Vera and her team search for a missing teen who may be responsible for murder.,9,book vera stanhope series vera team search missing teen responsible murder,17,-0.6808
2024-09-15,9781250358936,10,4,,THE COVEN,Harper L. Woods,Bramble,"At Hollow’s Grove University, a school for magic that suffered a bloody massacre decades ago, 13 gifted students confront ghosts from the school’s past.",9,hollow grove university school magic suffer bloody massacre decade ago      gifted student confront ghost school past,14,-0.8555
2024-09-15,9780063204157,11,56,,REMARKABLY BRIGHT CREATURES,Shelby Van Pelt,Ecco,A widow working the night shift at the Sowell Bay Aquarium is aided in solving a mystery by a giant Pacific octopus living there.,9,widow work night shift sowell bay aquarium aid solve mystery giant pacific octopus live,17,0.2023
2024-09-15,9781250333971,12,6,,THE SPELLSHOP,Sarah Beth Durst,Bramble,"When the Great Library of Alyssium is set aflame, Kiela and Caz take the spellbooks and bring magic to Kiela’s childhood home.",9,great library alyssium set aflame kiela caz spellbook bring magic kiela childhood home,0,0.6249
2024-09-15,9780593717943,13,2,,TOM CLANCY: SHADOW STATE,M.P. Woodward,Putnam,The 12th book in the Jack Ryan Jr. series. Jack uncovers dangers in Vietnam.,9,book jack ryan series jack uncover danger vietnam,19,-0.5267
2024-09-15,9781668037713,14,13,,YOU LIKE IT DARKER,Stephen King,Scribner,A dozen short stories that explore darkness in literal and metaphorical forms.,9,dozen short story explore darkness literal metaphorical form,11,-0.25
2024-09-15,9780593498613,15,3,,JOY,Danielle Steel,Delacorte,A book editor recognizes the trauma incurred by her partner during his military deployments and seeks to restore her sense of self.,9,book editor recognize trauma incur partner military deployment seek restore sense self,8,-0.1531
2024-09-22,9781649376565,1,1,,THE GAMES GODS PLAY,Abigail Owen,Red Tower,Gods enlist mortals to fight in their stead to determine who will sit on the throne in Olympus.,9,god enlist mortal fight stead determine sit throne olympus,16,-0.128
2024-09-22,9781668045831,2,1,,VINCE FLYNN: CAPTURE OR KILL,Don Bentley,Atria/Emily Bestler,"The 23rd book in the Mitch Rapp series. In 2011, operations take place to prevent a looming war in the Middle East.",9,book mitch rapp series        operation place prevent loom war middle east,16,-0.6908
2024-09-22,9781250358943,3,1,,THE CURSED,Harper L. Woods,Bramble,The second book in the Coven of Bones series. Feelings of betrayal and revenge put things in a precarious place.,9,second book coven bone series feeling betrayal revenge thing precarious place,6,-0.7717
2024-09-22,9781250289568,4,1,,PASSIONS IN DEATH,J.D. Robb,St. Martin's,The 59th book of the In Death series. Bad memories come up for Eve Dallas at a crime scene.,9,book death series bad memory come eve dallas crime scene,17,-0.8979
2024-09-22,9781250178633,5,31,,THE WOMEN,Kristin Hannah,St. Martin's,A nurse follows her brother to serve during the Vietnam War and returns to a divided America.,9,nurse follow brother serve vietnam war return divided america,1,-0.5994
2024-09-22,9780593489277,6,1,,THE LIFE IMPOSSIBLE,Matt Haig,Viking,A retired math teacher who inherits a run-down house on a Mediterranean island from a friend goes in search of answers.,9,retired math teacher inherit run house mediterranean island friend go search answer,4,0.4939
2024-09-22,9780593497210,7,3,,BY ANY OTHER NAME,Jodi Picoult,Ballantine,"A young woman’s play about her ancestor Emilia Bassano, who wrote Shakespeare’s works, is submitted to a festival under a male pseudonym.",9,young woman play ancestor emilia bassano write shakespeare work submit festival male pseudonym,3,0.6808
2024-09-22,9780593723760,8,1,,BLUE SISTERS,Coco Mellors,Ballantine,"A year after the death of their sister, three remaining sisters return to New York to prevent the sale of their childhood home.",9,year death sister remain sister return new york prevent sale childhood home,2,-0.5859
2024-09-22,9781649374172,9,44,,IRON FLAME,Rebecca Yarros,Red Tower,The second book in the Empyrean series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves.,9,second book empyrean series violet sorrengail round training new vice commandant require betray man love,0,0.0
2024-09-22,9781982116521,10,1,,CREATION LAKE,Rachel Kushner,Scribner,A secret agent who gets inside an anarchist collective in France encounters a mysterious figure.,9,secret agent get inside anarchist collective france encounter mysterious figure,11,0.0
2024-09-22,9781649374042,11,70,,FOURTH WING,Rebecca Yarros,Red Tower,"Violet Sorrengail is urged by the commanding general, who also is her mother, to become a candidate for the elite dragon riders.",9,violet sorrengail urge command general mother candidate elite dragon rider,14,0.0
2024-09-22,9780593418918,12,10,,THE GOD OF THE WOODS,Liz Moore,Riverhead,"When a 13-year-old girl disappears from an Adirondack summer camp in 1975, secrets kept by the Van Laar family emerge.",9,    year old girl disappear adirondack summer camp        secret keep van laar family emerge,19,-0.2263
2024-09-22,9780593798874,13,11,,ALL THE COLORS OF THE DARK,Chris Whitaker,Crown,Questions arise when a boy saves the daughter of a wealthy family amid a string of disappearances in a Missouri town in 1975.,9,question arise boy save daughter wealthy family amid string disappearance missouri town      ,0,0.6908
2024-09-22,9780593719244,14,1,,CLIVE CUSSLER: GHOST SOLDIER,Mike Maden,Putnam,The 18th book in the Oregon Files series. Juan Cabrillo and his crew go after an arms dealer known as the Vendor.,9,book oregon file series juan cabrillo crew arm dealer know vendor,8,0.0
2024-09-22,9781250899576,15,6,,THE WEDDING PEOPLE,Alison Espach,Holt,A woman who is down on her luck forms an unexpected bond with the bride at a wedding in Rhode Island.,9,woman luck form unexpected bond bride wedding rhode island,7,0.4588
2024-09-29,9781250881205,1,1,,SOMEWHERE BEYOND THE SEA,TJ Klune,Tor,The second book in the Cerulean Chronicles series. The headmaster of a strange orphanage seeks to protect the magical children who reside there.,9,second book cerulean chronicles series headmaster strange orphanage seek protect magical child reside,13,0.2023
2024-09-29,9780593798607,2,1,,HERE ONE MOMENT,Liane Moriarty,Crown,Passengers on a short and seemingly unremarkable flight learn how and when they are going to die.,9,passenger short seemingly unremarkable flight learn go die,9,-0.5994
2024-09-29,9780593446096,3,1,,TELL ME EVERYTHING,Elizabeth Strout,Random House,"As a murder casts a pall on a town in Maine, Lucy Barton, Olive Kitteridge and Bob Burgess share stories and seek meaning.",9,murder cast pall town maine lucy barton olive kitteridge bob burgess share story seek meaning,5,-0.5423
2024-09-29,9781250178633,4,32,,THE WOMEN,Kristin Hannah,St. Martin's,A nurse follows her brother to serve during the Vietnam War and returns to a divided America.,9,nurse follow brother serve vietnam war return divided america,1,-0.5994
2024-09-29,9781649376565,5,2,,THE GAMES GODS PLAY,Abigail Owen,Red Tower,Gods enlist mortals to fight in their stead to determine who will sit on the throne in Olympus.,9,god enlist mortal fight stead determine sit throne olympus,16,-0.128
2024-09-29,9780593489277,6,2,,THE LIFE IMPOSSIBLE,Matt Haig,Viking,A retired math teacher who inherits a run-down house on a Mediterranean island from a friend goes in search of answers.,9,retired math teacher inherit run house mediterranean island friend go search answer,4,0.4939
2024-09-29,9780593497210,7,4,,BY ANY OTHER NAME,Jodi Picoult,Ballantine,"A young woman’s play about her ancestor Emilia Bassano, who wrote Shakespeare’s works, is submitted to a festival under a male pseudonym.",9,young woman play ancestor emilia bassano write shakespeare work submit festival male pseudonym,3,0.6808
2024-09-29,9781649374172,8,45,,IRON FLAME,Rebecca Yarros,Red Tower,The second book in the Empyrean series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves.,9,second book empyrean series violet sorrengail round training new vice commandant require betray man love,0,0.0
2024-09-29,9780593418918,9,11,,THE GOD OF THE WOODS,Liz Moore,Riverhead,"When a 13-year-old girl disappears from an Adirondack summer camp in 1975, secrets kept by the Van Laar family emerge.",9,    year old girl disappear adirondack summer camp        secret keep van laar family emerge,19,-0.2263
2024-09-29,9781668045831,10,2,,VINCE FLYNN: CAPTURE OR KILL,Don Bentley,Atria/Emily Bestler,"The 23rd book in the Mitch Rapp series. In 2011, operations take place to prevent a looming war in the Middle East.",9,book mitch rapp series        operation place prevent loom war middle east,16,-0.6908
2024-09-29,9781649374042,11,71,,FOURTH WING,Rebecca Yarros,Red Tower,"Violet Sorrengail is urged by the commanding general, who also is her mother, to become a candidate for the elite dragon riders.",9,violet sorrengail urge command general mother candidate elite dragon rider,14,0.0
